CH,21143.988,3764710.258,3.110
CH,21144.250,3764710.730,3.252
CH,21144.789,3764711.095,3.321
CH,21152.487,3764711.164,3.381
CH,21162.347,3764711.224,3.484
CH,21172.431,3764711.159,3.543
CH,21182.485,3764711.248,3.498
CH,21192.497,3764711.333,3.485
CH,21193.425,3764711.279,3.478
CH,21194.172,3764710.980,3.429
CH,21194.531,3764710.641,3.310
CH,21194.558,3764709.906,3.181
CH,21196.023,3764710.995,3.599
CH,21195.450,3764710.713,3.573
CH,21195.255,3764710.463,3.509
CH,21195.099,3764709.956,3.413
CH,21244.717,3764710.127,3.381
CH,21244.653,3764710.590,3.527
CH,21244.542,3764710.811,3.598
CH,21243.925,3764711.142,3.741
CH,21243.291,3764711.214,3.727
CH,21243.294,3764711.533,3.583
CH,21244.110,3764711.429,3.582
CH,21244.763,3764710.977,3.466
CH,21244.880,3764710.595,3.313
CH,21244.862,3764710.127,3.202
