109387,-3763126.806,-39538.497,11.058,kT
109388,-3763125.584,-39538.451,11.06,kT
109324,-3763115.041,-39537.906,10.884,kT
109529,-3763113.097,-39537.652,10.929,kT
109386,-3763126.153,-39537.206,11.067,kT
109372,-3763134.436,-39537.019,10.849,kT
109373,-3763139.549,-39529.597,10.663,kT
109323,-3763113.991,-39527.508,10.974,kT
109530,-3763112.004,-39527.443,11.023,kT
109374,-3763139.391,-39520.955,10.68,kT
109385,-3763124.38,-39520.946,11.186,kT
109383,-3763124.891,-39518.998,11.2,kT
109384,-3763122.517,-39518.82,11.246,kT
109322,-3763113.063,-39518.526,11.075,kT
109531,-3763111.186,-39517.43,11.141,kT
109376,-3763132.609,-39516.296,11.01,kT
109375,-3763132.607,-39516.278,11.01,kT
109321,-3763111.971,-39507.765,11.218,kT
109532,-3763110.033,-39507.738,11.268,kT
109381,-3763123.73,-39507.577,11.299,kT
109382,-3763119.503,-39507.552,11.36,kT
109377,-3763131.152,-39507.236,11.113,kT
109533,-3763109.042,-39498.266,11.394,kT
109320,-3763110.868,-39497.053,11.379,kT
109380,-3763118.448,-39496.662,11.473,kT
109379,-3763122.58,-39496.24,11.395,kT
106501,-3763130.0,-39495.296,11.209,kT
106497,-3763109.315,-39482.601,11.568,kT
106562,-3763116.899,-39481.621,11.594,kT
106563,-3763120.617,-39481.322,11.559,kT
106500,-3763128.518,-39479.986,11.304,kT
106495,-3763107.83,-39472.764,11.765,kT
106559,-3763115.919,-39471.434,11.654,kT
106561,-3763119.089,-39470.879,11.658,kT
106498,-3763127.525,-39470.627,11.386,kT
106493,-3763106.364,-39463.175,11.917,kT
106558,-3763115.01,-39461.805,11.785,kT
106560,-3763117.699,-39461.43,11.763,kT
106496,-3763126.578,-39460.71,11.477,kT
106491,-3763104.761,-39453.03,12.11,kT
106554,-3763114.114,-39451.686,11.876,kT
106552,-3763114.119,-39451.662,11.82,kT
106494,-3763125.756,-39451.302,11.511,kT
106492,-3763125.709,-39451.302,11.509,kT
106555,-3763116.127,-39451.199,11.888,kT
106489,-3763103.254,-39443.305,12.304,kT
106490,-3763125.184,-39443.162,11.554,kT
106553,-3763114.839,-39442.157,11.986,kT
106551,-3763113.389,-39442.143,11.988,kT
106550,-3763113.373,-39442.102,11.984,kT
106488,-3763124.637,-39434.468,11.601,kT
106487,-3763102.265,-39433.644,12.467,kT
106549,-3763112.828,-39431.959,12.034,kT
106548,-3763112.857,-39431.949,12.038,kT
106545,-3763113.369,-39431.937,12.055,kT
